a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c,,"Last revision:  Friday, 15 May 2020 06:22:34 UTC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d,,,,,,,,Non-,United,,,,"1. Litchfield",,,,,,,"2. Hartford",,,,,,,"3. New Haven",,,,,,,"4. Fairfield",,,,,,,"5. Middlesex",,,,,,,"6. Tolland",,,,,,,"7. Windham",,,,,,,"8. New London",,,,,,,"9. Pending address",,,,,,,"0. State of CT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e,,New,,,,15x,Calculated,Calculated,States,"Connecticut,",,,,,in,,,,,,,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lab cases",,,,,,,Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,,Growth:,Multiplier:,,,measured:,"New Total:",Data:,Total:,Total:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Total:,,hosp:,,Dead:,,,Confirmed:,,Hosp:,,Dead:,,,Hosp:,,No.,Town,Date,Conf,Rate,Dead,,,No.,Town,Date,Conf,,Rate,Dead,,,,,,,,,,,"Signal A","Signal B","Signal C","Signal D","Signal E",,,Confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1230.9999999880292,0.216916299559,Mon,2020/04/06,103589.99999917764,6905.999999945176,6906,366667,6906,0.21691629955947134,,230,33,15,0,8,0.33333333333333326,,882,131,213,24,31,0.06896551724137923,,1468,306,384,12,41,0.13888888888888884,,3719,669,572,41,101,0.05208333333333326,,135,25,22,3,7,0.3999999999999999,,103,9,3,0,13,0.18181818181818188,,40,8,2,-1,1,0,,65,8,10,0,4,0,,264,42,,,0,-1,,6906,1231,1221,0.06917688266199651,206,0.08994708994709,,79,,1,Andover,2020/04/22,2,62,0,24,,,Source:,,,,,,,,,,,,,,,,100,6th,90,,,,2020/02/18,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,874.9999999937896,0.126701419056,Tue,2020/04/07,116714.99999908448,7780.999999938966,7781,396223,7781,0.1267014190558935,,255,25,17,2,9,0.125,,1045,163,243,30,48,0.5483870967741935,,1664,196,390,6,60,0.46341463414634143,,4136,417,613,41,132,0.306930693069307,,150,15,26,4,7,0,,111,8,4,1,13,0,,43,3,3,1,1,0,,85,20,12,2,4,0,,292,28,,,3,,,7781,875,1308,0.07125307125307123,277,0.34466019417475735,,87,,1,Andover,2020/04/23,3,93,0,25,,,https://data.ct.gov/Health-and-Human-Services/COVID-19-confirmed-cases-by-town-/28fr-iqnx,,,,,,,,,,,,,,,,100,7th,390,,,,2020/02/19,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,999.9999999904189,0.128518185323,Wed,2020/04/08,131714.99999894077,8780.999999929385,8781,429052,8781,0.12851818532322334,,292,37,20,3,12,0.33333333333333326,,1290,245,251,8,68,0.41666666666666674,,1945,281,428,38,70,0.16666666666666674,,4417,281,665,52,155,0.1742424242424243,,174,24,28,2,9,0.2857142857142858,,128,17,7,3,13,0,,49,6,3,0,1,0,,120,35,16,4,5,0.25,,366,74,,,2,-0.33333333333333337,,8781,1000,1418,0.08409785932721703,335,0.20938628158844774,,110,,1,Andover,2020/04/24,5,155,0,26,,,,,,,,,,,,,,,,,,,55,22,90,,,,2020/02/20,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1003.000000034434,0.1142238925,Thu,2020/04/09,146759.99999945727,9783.999999963818,9784,461437,9784,0.11422389249515996,,315,23,25,5,13,0.08333333333333326,,1471,181,276,25,75,0.10294117647058831,,2183,238,447,19,78,0.11428571428571432,,4882,465,664,-1,178,0.1483870967741936,,205,31,26,-2,14,0.5555555555555556,,145,17,7,0,13,0,,52,3,4,1,1,0,,139,19,15,-1,6,0.19999999999999996,,392,26,,,2,0,,9784,1003,1464,0.03244005641748937,380,0.13432835820895517,,46,,1,Andover,2020/04/25,5,155,0,27,,,,,,,,,,,,,,,,,,,100,9th,490,,,,2020/02/21,15,0.15384615384615374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,753.9999999975701,0.0770645952576,Fri,2020/04/10,158069.99999942083,10537.999999961388,10538,496535,10538,0.07706459525756326,,346,31,32,7,16,0.23076923076923084,,1615,144,296,20,88,0.17333333333333334,,2383,200,493,46,98,0.2564102564102564,,5180,298,685,21,203,0.1404494382022472,,240,35,28,2,17,0.2142857142857142,,152,7,6,-1,14,0.07692307692307687,,59,7,5,1,1,0,,156,17,17,2,7,0.16666666666666674,,407,15,,,4,1,,10538,754,1562,0.06693989071038242,448,0.17894736842105252,,98,,1,Andover,2020/04/26,6,186,0,28,,,,,,,,,,,,,,,,,,,100,10th,90,,,,2020/02/22,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,971.9999999967866,0.092237616246,Sat,2020/04/11,172649.9999993726,11509.999999958174,11510,526396,11510,0.09223761624596705,,388,42,38,6,20,0.25,,1832,217,311,15,101,0.1477272727272727,,2715,332,514,21,107,0.09183673469387754,,5407,227,676,-9,220,0.08374384236453203,,290,50,27,-1,18,0.05882352941176472,,171,19,7,1,15,0.0714285714285714,,66,7,4,-1,1,0,,185,29,16,-1,7,0,,456,49,,,5,0.25,,11510,972,1593,0.01984635083226638,494,0.1026785714285714,,31,,1,Andover,2020/04/27,6,186,0,29,,,"For the graphs:",,,,,,,,,,,,,,,,100,11th,290,,,,2020/02/23,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,524.9999999966922,0.04561251086,Sun,2020/04/12,180524.99999932302,12034.999999954867,12035,555313,12035,0.045612510860121525,,403,15,39,1,24,0.19999999999999996,,1914,82,333,22,116,0.14851485148514842,,2946,231,535,21,119,0.11214953271028039,,5534,127,688,12,248,0.1272727272727272,,299,9,32,5,18,0,,182,11,7,0,17,0.1333333333333333,,66,0,4,0,1,0,,190,5,16,0,7,0,,501,45,,,4,-0.19999999999999996,,12035,525,1654,0.0382925298179535,554,0.12145748987854255,,61,,1,Andover,2020/04/28,6,186,0,30,,,,,,,,,,,,,,,,,,,33,55,90,,,,2020/02/24,51,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1346.0000000008024,0.11184046531,Mon,2020/04/13,200714.99999933504,13380.99999995567,13381,580619,13381,0.11184046530951397,,446,43,37,-2,24,0,,2243,329,361,28,133,0.14655172413793105,,3358,412,580,45,135,0.134453781512605,,6004,470,710,22,262,0.056451612903225756,,339,40,35,3,19,0.05555555555555558,,195,13,13,6,17,0,,83,17,4,0,1,0,,222,32,20,4,7,0,,491,-10,,,4,0,,13381,1346,1760,0.06408706166868194,602,0.08664259927797824,,106,,1,Andover,2020/04/29,6,186,0,31,,,"CL is case rate",,,,,,,,,,,,,,,,100,13th,390,,,,2020/02/25,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,607.9999999923057,0.04543756072,Tue,2020/04/14,209834.99999921964,13988.999999947975,13989,607670,13989,0.045437560720424486,,460,14,35,-2,29,0.20833333333333326,,2370,127,369,8,153,0.15037593984962405,,3543,185,572,-8,151,0.11851851851851847,,6213,209,731,21,287,0.09541984732824438,,355,16,38,3,21,0.10526315789473695,,201,6,12,-1,18,0.05882352941176472,,87,4,5,1,1,0,,227,5,17,-3,7,0,,533,42,,,4,0,,13989,608,1779,0.010795454545454497,671,0.11461794019933547,,19,,1,Andover,2020/04/30,6,186,0,32,,,,,,,,,,,,,,,,,,,100,14th,90,,,,2020/02/26,57,0.11764705882352944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,765.9999999906972,0.054757309314,Wed,2020/04/15,221324.9999990801,14754.999999938673,14755,636350,14755,0.05475730931446132,,490,30,32,-3,35,0.2068965517241379,,2570,200,402,33,213,0.392156862745098,,3758,215,612,40,195,0.2913907284768211,,6480,267,784,53,365,0.27177700348432055,,379,24,40,2,28,0.33333333333333326,,216,15,11,-1,22,0.22222222222222232,,89,2,6,1,1,0,,236,9,21,4,7,0,,537,4,,,2,-0.5,,14755,766,1908,0.07251264755480613,868,0.293591654247392,,129,,1,Andover,2020/05/01,6,186,0,33,,,"CK is confirmed",,,,,,,,,,,,,,,,100,15th,490,,,,2020/02/27,58,0.01754385964912286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1128.9999999990926,0.076516435107,Thu,2020/04/16,238259.99999906647,15883.999999937765,15884,667801,15884,0.07651643510674355,,535,45,27,-5,44,0.2571428571428571,,2859,289,420,18,243,0.14084507042253525,,4163,405,613,1,214,0.09743589743589753,,6816,336,787,3,406,0.11232876712328776,,394,15,39,-1,30,0.0714285714285714,,241,25,11,0,22,0,,87,-2,6,0,1,0,,255,19,23,2,9,0.2857142857142858,,534,-3,,,2,0,,15884,1129,1926,0.009433962264151052,971,0.11866359447004604,,18,,1,Andover,2020/05/02,6,186,0,34,,,,,,,,,,,,,,,,,,,11,33,90,,,,2020/02/28,60,0.034482758620689724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,925.0000000519358,0.05823470159,Fri,2020/04/17,252134.99999984552,16808.9999999897,16809,699706,16809,0.058234701586502124,,569,34,28,1,46,0.045454545454545414,,3015,156,410,-10,266,0.09465020576131677,,4520,357,633,20,229,0.07009345794392519,,7146,330,797,10,425,0.046798029556650356,,422,28,37,-2,32,0.06666666666666665,,258,17,12,1,24,0.09090909090909083,,92,5,7,1,2,1,,292,37,22,-1,10,0.11111111111111116,,495,-39,,,2,0,,16809,925,1946,0.010384215991692702,1036,0.06694129763130796,,20,,1,Andover,2020/05/03,6,186,0,35,,,Andover,,,,,,,,,,,,,,,,100,17th,290,,,,2020/02/29,68,0.1333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,740.999999997284,0.044083526682,Sat,2020/04/18,263249.9999998048,17549.999999986983,17550,732197,17550,0.044083526682134666,,593,24,30,2,48,0.04347826086956519,,3196,181,417,7,289,0.08646616541353391,,4743,223,638,5,241,0.05240174672489073,,7363,217,776,-21,432,0.016470588235294015,,448,26,36,-1,37,0.15625,,270,12,14,2,24,0,,97,5,4,-3,2,0,,315,23,23,1,10,0,,525,30,,,3,0.5,,17550,741,1938,-0.004110996916752319,1086,0.04826254826254828,,-8,,1,Andover,2020/05/04,6,186,0,36,,,Avon,,,,,,,,,,,,,,,,100,18th,90,,,,2020/03/01,74,0.08823529411764697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,412.00000000349445,0.023475783476,Sun,2020/04/19,269429.9999998572,17961.99999999048,17962,758809,17962,0.023475783475783496,,600,7,27,-3,48,0,,3351,155,420,3,295,0.02076124567474058,,4871,128,633,-5,257,0.06639004149377592,,7434,71,746,-30,447,0.03472222222222232,,462,14,33,-3,40,0.08108108108108114,,276,6,12,-2,24,0,,100,3,4,0,2,0,,339,24,26,3,10,0,,529,4,,,4,0.33333333333333326,,17962,412,1901,-0.01909184726522184,1127,0.03775322283609572,,-37,,1,Andover,2020/05/05,6,186,0,37,,,Barkhmstd,,,,,,,,,,,,,,,,100,19th,390,,,,2020/03/02,98,0.32432432432432434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1852.9999999926918,0.103162231377,Mon,2020/04/20,297224.99999974755,19814.99999998317,19815,784326,19815,0.10316223137735214,,639,39,23,-4,58,0.20833333333333326,,3823,472,455,35,369,0.2508474576271187,,5272,401,626,-7,301,0.1712062256809339,,8320,886,733,-13,512,0.145413870246085,,484,22,36,3,45,0.125,,299,23,13,1,27,0.125,,108,8,4,0,2,0,,356,17,29,3,13,0.30000000000000004,,514,-15,,,4,0,,19815,1853,1919,0.009468700683850528,1331,0.18101153504880219,,18,,1,Andover,2020/05/06,6,186,0,38,,,Bloomfield,,,,,,,,,,,,,,,,100,99,90,,,,2020/03/03,118,0.20408163265306123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,544.9999999999161,0.0275044158466,Tue,2020/04/21,305399.99999974633,20359.999999983087,20360,811865,20360,0.02750441584658092,,643,4,23,0,59,1,,3951,128,473,18,402,33,,5493,221,625,-1,322,21,,8472,152,735,2,544,32,,512,28,40,4,47,2,,305,6,13,0,30,3,,112,4,5,1,2,0,,369,13,35,6,13,0,,503,-11,,,4,0,,20360,545,1949,0.015633142261594513,1423,0.06912096168294513,,30,,1,Andover,2020/05/07,6,186,0,39,,,Canton,,,,,,,,,,,,,,,,100,21st,490,,,,2020/03/04,149,0.2627118644067796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2109.000000006648,0.10358546169,Wed,2020/04/22,337034.999999846,22468.999999989734,22469,840351,22469,0.10358546168958749,,722,79,20,-3,63,4,,4128,177,495,22,442,40,,5811,318,620,-5,345,23,,9883,1411,749,14,584,40,,525,13,42,2,53,6,,331,26,11,-2,32,2,,122,10,3,-2,4,2,,397,28,32,-3,14,1,,550,47,,,7,3,,22469,2109,1972,0.011800923550538744,1544,0.0850316233309909,,23,,1,Andover,2020/05/08,6,186,0,40,,,"E Hartford",,,,,,,,,,,,,,,,100,22nd,90,,,,2020/03/05,217,0.4563758389261745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,630.9999999994595,0.0280831367662,Thu,2020/04/23,346499.9999998379,23099.99999998919,23100,869170,23100,0.028083136766211325,,751,29,22,2,66,3,,4303,175,490,-5,469,27,,6064,253,626,6,372,27,,10008,125,730,-19,615,31,,545,20,38,-4,57,4,,359,28,6,-5,33,1,,129,7,4,1,4,0,,419,22,31,-1,17,3,,522,-28,,,6,-1,,23100,631,1947,-0.012677484787018245,1639,0.06152849740932642,,-25,,1,Andover,2020/05/09,6,186,0,41,,,Glastonbury,,,,,,,,,,,,,,,,100,23rd,290,,,,2020/03/06,262,0.20737327188940102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,820.9999999967159,0.035541125541,Fri,2020/04/24,358814.9999997886,23920.999999985906,23921,905358,23921,0.03554112554112554,,808,57,22,0,69,3,,4570,267,462,-28,511,42,,6286,222,617,-9,396,24,,10227,219,694,-36,662,47,,561,16,39,1,63,6,,375,16,4,-2,34,1,,139,10,6,2,3,-1,,448,29,33,2,23,6,,507,-15,,,3,-3,,23921,821,1877,-0.03595274781715463,1764,0.07626601586333126,,-70,,1,Andover,2020/05/10,6,186,0,42,,,Hartford,,,,,,,,,,,,,,,,100,88,90,,,,2020/03/07,402,0.5343511450381679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,660.9999999953445,0.027632624054,Sat,2020/04/25,368729.99999971874,24581.99999998125,24582,938154,24582,0.027632624054178434,,834,26,22,0,73,4,,4761,191,443,-19,553,42,,6509,223,610,-7,416,20,,10373,146,649,-45,689,27,,576,15,41,2,62,-1,,384,9,6,2,35,1,,151,12,6,0,3,0,,473,25,33,0,28,5,,521,14,,,3,0,,24582,661,1810,-0.03569525839104959,1862,0.05555555555555558,,-67,,1,Andover,2020/05/11,7,217,0,43,,,Middletown,,,,,,,,,,,,,,,,100,25th,390,,,,2020/03/08,518,0.2885572139303483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,687.000000000439,0.0279472784965,Sun,2020/04/26,379034.9999997254,25268.99999998169,25269,965785,25269,0.027947278496460726,,864,30,22,0,74,1,,4989,228,426,-17,579,26,,6715,206,605,-5,429,13,,10529,156,635,-14,707,18,,588,12,37,-4,66,4,,407,23,5,-1,35,0,,157,6,5,-1,3,0,,498,25,31,-2,31,3,,522,1,,,0,-3,,25269,687,1766,-0.024309392265193353,1924,0.03329752953813103,,-44,,4,Avon,2020/03/24,2,,0,44,,,"New Britain",,,,,,,,,,,,,,,,100,26th,90,,,,2020/03/09,583,0.12548262548262556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,727.9999999954296,0.028810004353,Mon,2020/04/27,389954.9999996568,25996.99999997712,25997,988197,25997,0.028810004353160057,,892,28,21,-1,75,1,,5157,168,429,3,612,33,,6993,278,602,-3,456,27,,10763,234,627,-8,727,20,,609,21,37,0,69,3,,419,12,5,0,35,0,,164,7,6,1,3,0,,516,18,31,0,34,3,,484,-38,,,1,1,,25997,728,1758,-0.0045300113250282825,2012,0.04573804573804563,,-8,,4,Avon,2020/03/25,4,,0,45,,,Torrington,,,,,,,,,,,,,,,,27,77,490,,,,2020/03/10,959,0.6449399656946826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,314.99999999980565,0.0121167827057,Tue,2020/04/28,394679.9999996539,26311.999999976928,26312,1012582,26312,0.012116782705696716,,900,8,20,-1,76,1,,5224,67,418,-11,643,31,,7089,96,598,-4,478,22,,10874,111,620,-7,747,20,,618,9,31,-6,70,1,,422,3,6,1,35,0,,164,0,5,-1,3,0,,530,14,34,3,34,0,,491,7,,,3,2,,26312,315,1732,-0.014789533560864654,2089,0.038270377733598426,,-26,,4,Avon,2020/03/26,4,,0,,,,Waterbury,,,,,,,,,,,,,,,,28,88,90,,,,2020/03/11,1281,0.33576642335766427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,455.0000000002042,0.0172924901186,Wed,2020/04/29,401504.999999657,26766.99999997713,26767,1039909,26767,0.017292490118577142,,919,19,21,1,79,3,,5388,164,403,-15,670,27,,7205,116,591,-7,493,15,,10985,111,591,-29,774,27,,631,13,37,6,76,6,,427,5,5,-1,36,1,,165,1,4,-1,2,-1,,540,10,39,5,35,1,,507,16,,,3,0,,26767,455,1691,-0.023672055427251704,2168,0.03781713738630921,,-41,,4,Avon,2020/03/27,6,,0,,,,Windsor,,,,,,,,,,,,,,,,29,99,290,,,,2020/03/12,1663,0.29820452771272454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,933.0000000007269,0.034856352972,Thu,2020/04/30,415499.99999966787,27699.99999997786,27700,1069424,27700,0.034856352971943005,,963,44,21,0,80,1,,5601,213,416,13,698,28,,7536,331,557,-34,512,19,,11294,309,565,-26,810,36,,657,26,42,5,79,3,,437,10,4,-1,36,0,,186,21,4,0,2,0,,564,24,41,2,36,1,,462,-45,,,4,1,,27700,933,1650,-0.02424600827912482,2257,0.04105166051660514,,-41,,4,Avon,2020/03/28,6,,0,,,,,,,,,,,,,,,,,,,,30,110,90,,,,2020/03/13,2179,0.31028262176788934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1064.0000000110495,0.038411552347,Fri,2020/05/01,431459.99999983364,28763.999999988908,28764,1103461,28764,0.038411552346570454,,1014,51,22,1,86,6,,5931,330,413,-3,715,17,,7900,364,533,-24,533,21,,11612,318,537,-28,839,29,,687,30,40,-2,82,3,,446,9,6,2,38,2,,200,14,3,-1,2,0,,603,39,38,-3,42,6,,371,-91,,,2,-2,,28764,1064,1592,-0.035151515151515156,2339,0.03633141338059365,,-58,,4,Avon,2020/03/29,6,,0,,,,,,,,,,,,,,,,,,,,1,1,390,,,,2020/03/14,2727,0.2514915098669115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,523.0000000004146,0.0181824502851,Sat,2020/05/02,439304.9999998398,29286.999999989323,29287,1132539,29287,0.018182450285078477,,1036,22,22,0,89,3,,6112,181,400,-13,741,26,,8024,124,523,-10,565,32,,11801,189,525,-12,865,26,,707,20,37,-3,91,9,,461,15,6,0,39,1,,211,11,5,2,2,0,,623,20,33,-5,43,1,,312,-59,,,1,-1,,29287,523,1551,-0.025753768844221092,2436,0.04147071398033342,,-41,,4,Avon,2020/03/30,9,,0,,,,,,,,,,,,,,,,,,,,2,22,90,,,,2020/03/15,3499,0.28309497616428314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,319.9999999999796,0.0109263495749,Sun,2020/05/03,444104.9999998395,29606.9999999893,29287,1158040,29607,0.010926349574896799,,1042,6,20,-2,92,3,,6143,31,368,-32,756,15,,8067,43,505,-18,580,15,,12023,222,514,-11,886,21,,710,3,40,3,93,2,,463,2,6,0,40,1,,214,3,4,-1,3,1,,633,10,31,-2,43,0,,312,0,,,2,1,,29607,320,1488,-0.04061895551257255,2495,0.024220032840722494,,-63,,4,Avon,2020/03/31,10,,0,,,,,,,,,,,,,,,,,,,,3,33,490,,,,2020/03/16,4632,0.3238068019434124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,366.00000000077733,0.0123619414328,Mon,2020/05/04,449594.99999985116,29972.99999999008,29973,1180375,29973,0.012361941432769363,,1047,5,23,3,94,2,,6173,30,362,-6,773,17,,8110,43,487,-18,595,15,,12245,222,507,-7,910,24,,713,3,41,1,93,0,,464,1,6,0,40,0,,217,3,5,1,3,0,,641,8,33,2,45,2,,363,51,,,3,1,,29973,366,1464,-0.016129032258064502,2556,0.02444889779559123,,-24,,4,Avon,2020/04/01,10,,0,,,,,,,,,,,,,,,,,,,,4,22,90,,,,2020/03/17,6421,0.3862262521588946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,648.0000000009669,0.0216194575118,Tue,2020/05/05,459314.9999998657,30620.999999991047,30621,1204351,30621,0.02161945751176053,,1065,18,24,1,95,1,,6351,178,369,7,804,31,,8337,227,504,17,610,15,,12360,115,519,12,935,25,,734,21,42,1,95,2,,502,38,7,1,43,3,,223,6,1,-4,4,1,,681,40,34,1,45,0,,368,5,,,2,-1,,30621,648,1500,0.024590163934426146,2633,0.03012519561815341,,36,,4,Avon,2020/04/02,11,,0,,,,,,,,,,,,,,,,,,,,5,55,290,,,,2020/03/18,7783,0.21211649275813738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,373.99999999856567,0.012213840175,Wed,2020/05/06,464924.9999998442,30994.999999989614,30995,1229331,30995,0.012213840175043345,,1085,20,21,-3,100,5,,6530,179,361,-8,842,38,,8419,82,487,-17,629,19,,12455,95,489,-30,952,17,,742,8,42,0,98,3,,513,11,6,-1,44,1,,242,19,3,2,4,0,,704,23,36,2,47,2,,305,-63,,,2,0,,30995,374,1445,-0.036666666666666625,2718,0.0322825674135967,,-55,,4,Avon,2020/04/03,11,,0,,,,,,,,,,,,,,,,,,,,6,22,22,,,,2020/03/19,13677,0.7572915328279584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
